condition,question,gold_answers,em_first_line,em_full,model_answer
closedbook,who was involved in the mapp vs ohio case,Dollree Mapp,0.0,1.0,"## Mapp v. Ohio (1961)  ### Key Parties Involved:  **Dollree Mapp** (Appellant) - A Cleveland, Ohio resident whose home was searched by police without a valid warrant - She was convicted of possessing obscene materials found during the search  **State of Ohio** (Appellee) - Represented the prosecution in the case  ### Law Enforcement: - **Cleveland Police Department** officers who conducted"
closedbook,who was kat slater's sisters in eastenders,Zoe|Little Mo|Lynne,0.0,1.0,"In EastEnders, **Kat Slater's** sisters were:  - **Stacey Slater** (actually her niece, though raised as her sister) - **Little Mo Slater** (Mo Morgan) - **Lynne Slater** - **Jean Slater** (actually her mother, not sister - though this was a storyline reveal)  The main **Slater sisters** were **"
closedbook,when did the philadelphia eagles play in the super bowl last,Super Bowl LII,1.0,1.0,"The Philadelphia Eagles' most recent Super Bowl appearance was **Super Bowl LII (52)** on **February 4, 2018**, where they defeated the New England Patriots **41-33** to win their **first Super Bowl championship**. Nick Foles was named the game's MVP.  They also appeared in **Super Bowl LVII (57)** on **February 12, 2023**, but lost to the Kansas City Chiefs **38-35**."
closedbook,what is the cross on a letter t called,arm|crossbar,1.0,1.0,"The horizontal stroke (line) that crosses through the vertical stroke of a lowercase or uppercase letter **""t""** is called a **""crossbar""** or **""cross-stroke""**.  In typography, it may also simply be referred to as the **""arm""** of the letter."
closedbook,who plays the evil doctor in wonder woman,Elena Anaya|Spanish actress Elena Anaya,1.0,1.0,"In the 2017 **Wonder Woman** film, **David Thewlis** plays **Ares** (disguised as Sir Patrick Morgan), who could be considered the main villain. However, the more overtly ""evil doctor"" character is **Doctor Poison (Isabel Maru)**, who is played by **Elena Anaya**."
closedbook,who starred in the movie summer of 42,Oliver Conant|Christopher Norris|Gary Grimes|Katherine Allentuck|Jennifer O'Neill|Jerry Houser|Robert Mulligan|Maureen Stapleton,0.0,1.0,"The 1971 film **Summer of '42** starred:  - **Gary Grimes** as Hermie - **Jerry Houser** as Oscy - **Oliver Conant** as Benjie - **Jennifer O'Neill** as Dorothy (the older woman)  Jennifer O'Neill's role as Dorothy is perhaps the most memorable, as she played the young woman with whom the teenage Hermie becomes infatuated. The"
closedbook,what album is sacrifice by elton john on,Sleeping with the Past.|Sleeping with the Past,1.0,1.0,"""Sacrifice"" by Elton John is on the album **""Sleeping with the Past""** (1989)."
closedbook,when did they replace lead with graphite in pencils,never contained the element lead,0.0,0.0,"The shift from lead to graphite in pencils occurred in **1565**, when a large deposit of graphite was discovered in Borrowdale, England. People initially thought it was a form of lead, which is why we still use the term ""lead pencil"" today.  Before that discovery, styluses made of actual lead (or lead alloys) were used for writing and drawing. Once the Borrowdale graphite was found, it was quickly recognized as superior for writing purposes"
closedbook,where can you find dna in the body,chromosomes in a cell|inside the cell nucleus,0.0,0.0,"# Where DNA is Found in the Body  ## Primary Locations  ### **In Almost Every Cell** - DNA is found in the **nucleus** of nearly all cells in the body - This includes cells in muscles, skin, organs, blood (white blood cells), etc.  ### **Mitochondria** - Cells also contain a **small amount of DNA in mitochondria** (mitochondrial DNA/mtDNA) - This is inherited separately from"
closedbook,who won the most medals in the 1924 winter olympics,Norway,1.0,1.0,"In the **1924 Winter Olympics** held in **Chamonix, France**, **Norway** won the most medals overall, with a total of **17 medals** (4 gold, 7 silver, and 6 bronze)."
closedbook,what is the final season of downton abbey,the sixth|sixth|six|the sixth series|Six,0.0,0.0,"The final season of **Downton Abbey** is **Season 6**, which aired in 2015 in the UK and 2016 in the US. It consisted of **9 episodes** (plus a Christmas special) and concluded the story of the Crawley family and their servants."
closedbook,which site of an enzyme is called allosteric site,regulatory site,0.0,1.0,# Allosteric Site of an Enzyme  ## Definition The **allosteric site** is a **regulatory site** on an enzyme that is **distinct and separate from the active site** where the substrate binds.  ## Key Features  | Feature | Description | |---------|-------------| | **Location** | Different from the active site | | **Also called** | Regulatory site | | **Binds** | Allosteric modulators
closedbook,what caused the breakup of the democratic republican party,the disputed 1824 presidential election,0.0,0.0,"## Breakup of the Democratic-Republican Party  The Democratic-Republican Party (founded by Thomas Jefferson and James Madison) broke apart primarily due to several interconnected factors:  ### Main Causes  1. **Era of Good Feelings Collapse** - After the 1816 election, the party had virtually no opposition, which led to **internal factionalism** rather than unity against a common enemy  2. **Election of 1824** - This was the **critical"
closedbook,who sings the song you'll never find another love like mine,Lou Rawls,1.0,1.0,"The song **""You'll Never Find Another Love Like Mine""** was sung by **Lou Rawls**. It was released in **1976** and became one of his biggest hits, reaching #1 on the R&B charts."
closedbook,where was the original flight of the phoenix filmed,"20th Century-Fox Studios|Buttercup Valley, Arizona|Pilot Knob Mesa, California",0.0,0.0,"The original **Flight of the Phoenix** (1965), directed by Robert Aldrich, was primarily filmed in the **Yuma Desert in Arizona**, USA, as well as in **Buttercup Valley** (near Glamis, California). Some additional filming also took place at **Twentieth Century Fox studios** in Hollywood, California."
closedbook,who warned europe to stay out of the americas,Monroe Doctrine|Roosevelt Corollary,1.0,1.0,"The **Monroe Doctrine** (1823), issued by **President James Monroe**, warned European powers to stay out of the Americas (the Western Hemisphere). Monroe declared that any attempt by European nations to colonize or interfere with states in the Americas would be considered a threat to U.S. security and peace. Secretary of State **John Quincy Adams** is also credited with helping craft the doctrine."
closedbook,where does the formation of atp take place,plasma membrane in bacteria|inner mitochondrial membrane|thylakoid membrane|mitochondrial membrane in eukaryotes,0.0,1.0,# Formation of ATP  ATP (Adenosine Triphosphate) is formed in several locations within the cell:  ## Primary Locations  ### 1. **Mitochondria** (Main Site) - **Inner mitochondrial membrane** — via **oxidative phosphorylation** (ATP synthase) - **Mitochondrial matrix** — via the **Krebs cycle** (substrate-level phosphorylation) -
closedbook,who wrote song what a friend we have in jesus,Charles Crozat Converse|Joseph M. Scriven|William Bolcom,1.0,1.0,"The hymn **""What a Friend We Have in Jesus""** was written by **Joseph M. Scriven** (1820–1886), an Irish-born poet. He wrote the poem around **1855**, originally to comfort his mother back in Ireland. The music was later composed by **Charles Crozat Converse** in 1868."
closedbook,who is the guy who walked across the twin towers,Philippe Petit,1.0,1.0,"The person you are referring to is **Philippe Petit**, a French high-wire artist who famously walked between the Twin Towers of the World Trade Center on **August 7, 1974**.  He performed the unauthorized tightrope walk at a height of about **1,350 feet** (411 meters), making **eight crossings** between the two towers. The event was later documented in the acclaimed documentary **""Man on Wire""** (2008),"
closedbook,where do the royalties for winnie the pooh go,"the Slesinger family|Slesinger, Inc.",0.0,0.0,"## Winnie the Pooh Royalties  The royalties for Winnie the Pooh are split between different parties depending on the version:  ### Original A.A. Milne Works - A.A. Milne created Winnie the Pooh in the 1920s - The rights were eventually transferred, and **Disney** acquired the rights to the characters - A portion of royalties has historically gone to **Clare Bridge**"
closedbook,all the motor neurons that control the skeletal muscles are,efferent nerves|Somatic motor neurons|Somatic,0.0,1.0,# Motor Neurons Controlling Skeletal Muscles  All the motor neurons that control skeletal muscles are **somatic motor neurons** (also called **lower motor neurons** or **alpha motor neurons**).  ## Key Characteristics:  | Feature | Description | |---------|-------------| | **Location** | Cell bodies in the **ventral (anterior) horn** of the spinal cord or **motor nuclei of cranial nerves** in the brainstem
closedbook,how old is the actress who plays phyllis on y&r,Gina Tognoni|age 44,0.0,1.0,"The actress who plays Phyllis Summers on *The Young and the Restless* (Y&R) is **Michelle Stafford**, who was born on **September 14, 1968**, making her **56 years old** (as of 2024).  It's worth noting that the role has also been played by **Gina Tognoni** during the period when Stafford temporarily left the show."
closedbook,who has scored more goals in the premier league,Alan Shearer,0.0,1.0,## Premier League All-Time Top Scorers  The all-time leading scorer in the **Premier League** is:  ### 🥇 Alan Shearer - **260 goals** (Newcastle United & Blackburn Rovers) - Held the record since retiring in 2006  ---  ### Other Top Scorers: | Player | Goals | |--------|-------| | Wayne Rooney | 208 | |
closedbook,total number of mna in pakistan national assembly,332 members|332,0.0,0.0,"## Pakistan National Assembly - Total Members  The **National Assembly of Pakistan** has a total of **336 seats**, consisting of:  | Category | Seats | |----------|-------| | General/Directly Elected Seats | 266 | | Women Reserved Seats | 60 | | Non-Muslim Reserved Seats | 10 | | **Total** | **336** |  ### Key Points: - Members are called **"
closedbook,who played stumpy in the movie rio bravo,Walter Brennan,1.0,1.0,"In the movie **Rio Bravo** (1959), the character **Stumpy** was played by **Walter Brennan**."
closedbook,where is the protien made in the cell,in the cell nucleus|cell nucleus,0.0,0.0,# Protein Synthesis in the Cell  Proteins are made at the **ribosomes**.  ## Key Details:  ### Location of Ribosomes: - **Free ribosomes** – floating in the **cytoplasm** - **Bound ribosomes** – attached to the **Rough Endoplasmic Reticulum (RER)**  ---  ## The Process (Brief Overview): 1. **Nucleus** – DNA is
closedbook,if there is a line that lies parallel to the horizon it is said to be,A vanishing point,0.0,0.0,"If there is a line that lies parallel to the horizon, it is said to be **horizontal**.  A **horizontal** line runs side to side (left to right), parallel to the horizon, as opposed to a **vertical** line, which runs up and down perpendicular to the horizon."
closedbook,when's the last time the philadelphia eagles played the new england patriots,in Super Bowl LII,0.0,0.0,"Based on my knowledge, the Philadelphia Eagles and New England Patriots most recently played each other in the **2021 NFL regular season** (Week 1, September 2021), with the Patriots winning that game.  However, I should note that my knowledge has a cutoff, so there may have been a more recent matchup after that. I'd recommend checking **NFL.com** or a sports reference site for the most up-to-date information."
closedbook,what was the purpose of a revival meeting during the second great awakening,evangelizing,0.0,0.0,"## Purpose of Revival Meetings During the Second Great Awakening  Revival meetings during the Second Great Awakening (roughly 1790s–1840s) served several key purposes:  ### Religious Purposes - **Convert sinners** and bring people to a personal experience of salvation - **Renew the faith** of existing church members who had grown spiritually ""cold"" - **Spread evangelical Christianity** across the frontier and growing nation  ### Social/Community"
